adaptation_fraction,repeat,adaptation_n,evaluation_n,method,score_threshold,platt_slope,platt_intercept,brier,log_loss,accuracy,balanced_accuracy,macro_f1,fake_recall,real_recall,predicted_real_rate
0.05,115,1029,19558,locked_zero_threshold,0.0,,,,,0.4352694549544943,0.5157204621303393,0.4259726548911694,0.6654882898806893,0.36595263437998937,0.3586767563145516
0.05,115,1029,19558,adaptation_balanced_accuracy_threshold,-0.04921074826645827,,,,,0.4516310461192351,0.5167131154229939,0.43787989064135624,0.637870083959346,0.3955561468866418,0.3878208405767461
0.05,115,1029,19558,adaptation_platt_probability_0.5,,0.07845144306365566,1.2213951385277275,0.17795339223145337,0.541219833113124,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,116,1029,19558,locked_zero_threshold,0.0,,,,,0.4354739748440536,0.5161623534250809,0.42621087781444433,0.6663720724701724,0.36595263437998937,0.3584722364249923
0.05,116,1029,19558,adaptation_balanced_accuracy_threshold,0.055955593656020486,,,,,0.41716944472849987,0.5146006239862546,0.4118557851776524,0.6959787892178524,0.3332224587546567,0.3264648737089682
0.05,116,1029,19558,adaptation_platt_probability_0.5,,0.017722861177752163,1.2056025555908765,0.1778637616063371,0.5409846091596968,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,117,1029,19558,locked_zero_threshold,0.0,,,,,0.4354228448716638,0.5152025656504892,0.42598374963087277,0.6637207247017234,0.36668440659925494,0.3596482257899581
0.05,117,1029,19558,adaptation_balanced_accuracy_threshold,-0.023787779048436153,,,,,0.4441660701503221,0.5161805940815728,0.4325268836812967,0.6502430402121078,0.38211814795103777,0.37462930770017383
0.05,117,1029,19558,adaptation_platt_probability_0.5,,0.11204797234392154,1.2349450887789817,0.17805810081137222,0.5414970355139329,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,118,1029,19558,locked_zero_threshold,0.0,,,,,0.4354228448716638,0.5156658283509835,0.426075351730145,0.6650463985859478,0.36628525811601914,0.3590346661212803
0.05,118,1029,19558,adaptation_balanced_accuracy_threshold,-0.243227727476497,,,,,0.5134983127109112,0.5087040561811045,0.47140691136006563,0.49977905435262926,0.5176290580095796,0.5136005726556908
0.05,118,1029,19558,adaptation_platt_probability_0.5,,0.07258333367007347,1.221584656343974,0.17793896381381438,0.5411833725973838,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,119,1029,19558,locked_zero_threshold,0.0,,,,,0.4362409244299008,0.5170473412795376,0.4269525352019736,0.6674768007070261,0.36661788185204897,0.3587278862869414
0.05,119,1029,19558,adaptation_balanced_accuracy_threshold,0.7674468684414814,,,,,0.2585131404029042,0.49809481413873413,0.23412609175668456,0.9441007512152011,0.05208887706226716,0.052970651395848244
0.05,119,1029,19558,adaptation_platt_probability_0.5,,-0.14586710799998093,1.1648050616426628,0.17824189040578842,0.5420165707000433,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,120,1029,19558,locked_zero_threshold,0.0,,,,,0.4348604151753758,0.5149138899909388,0.4255112300398443,0.6639416703490941,0.3658861096327834,0.3589835361488905
0.05,120,1029,19558,adaptation_balanced_accuracy_threshold,-0.052961298874892926,,,,,0.4530626853461499,0.5164863051326414,0.43880872213743216,0.6345558992487847,0.3984167110164981,0.39078637897535534
0.05,120,1029,19558,adaptation_platt_probability_0.5,,0.03184545015209741,1.2099815047664375,0.17787305302703987,0.5410094837883698,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,121,1029,19558,locked_zero_threshold,0.0,,,,,0.43511606503732486,0.5160067272599425,0.4259152046283018,0.6665930181175431,0.3654204364023417,0.358012066673484
0.05,121,1029,19558,adaptation_balanced_accuracy_threshold,-0.10435814549937716,,,,,0.4687595868698231,0.5155023385668094,0.44888599519082106,0.6025187803800265,0.42848589675359233,0.42131097249207483
0.05,121,1029,19558,adaptation_platt_probability_0.5,,-0.04148351888442434,1.1915629494707234,0.17789858168437084,0.5410799401419712,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,122,1029,19558,locked_zero_threshold,0.0,,,,,0.4368544840985786,0.5172920688626085,0.42745458501972466,0.6670349094122846,0.3675492283129324,0.35954596584517845
0.05,122,1029,19558,adaptation_balanced_accuracy_threshold,0.2340230297316248,,,,,0.36741998159320993,0.5125028309028528,0.3674027756398244,0.7825894829871851,0.24241617881852048,0.2366295122200634
0.05,122,1029,19558,adaptation_platt_probability_0.5,,-0.04014402436880232,1.190584370994595,0.17789633448078887,0.5410738816416901,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,123,1029,19558,locked_zero_threshold,0.0,,,,,0.4359341445955619,0.517311029738414,0.4267767517600344,0.6688024745912505,0.3658195848855774,0.35780754678392473
0.05,123,1029,19558,adaptation_balanced_accuracy_threshold,0.3333561589218633,,,,,0.34103691584006546,0.5107043256901113,0.33989909599958645,0.8265576668139638,0.19485098456625866,0.18989671745577258
0.05,123,1029,19558,adaptation_platt_probability_0.5,,-0.18967163402013515,1.163117121701143,0.1784855376899248,0.5427029446921748,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,124,1029,19558,locked_zero_threshold,0.0,,,,,0.4357296247060027,0.5157109816924366,0.426310949725593,0.6646045072912063,0.36681745609366684,0.35954596584517845
0.05,124,1029,19558,adaptation_balanced_accuracy_threshold,0.11960213154362462,,,,,0.3974332753860313,0.5114126540358033,0.3950678421074022,0.7235969951391957,0.29922831293241087,0.2939462112690459
0.05,124,1029,19558,adaptation_platt_probability_0.5,,0.04914321064847521,1.2161041617336954,0.17789423295337795,0.5410654986838215,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,125,1029,19558,locked_zero_threshold,0.0,,,,,0.4357296247060027,0.5163286652930957,0.4264328113993271,0.6663720724701724,0.36628525811601914,0.3587278862869414
0.05,125,1029,19558,adaptation_balanced_accuracy_threshold,0.25494442783547244,,,,,0.36026178545863585,0.5112433584020609,0.3602352325240237,0.792311091471498,0.23017562533262373,0.2249718785151856
0.05,125,1029,19558,adaptation_platt_probability_0.5,,-0.12271158134135657,1.1705626424864088,0.17813485129378673,0.5417267723799523,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,126,1029,19558,locked_zero_threshold,0.0,,,,,0.4352183249821045,0.5154555684064892,0.4258826726650191,0.6648254529385771,0.36608568387440127,0.3589324061765007
0.05,126,1029,19558,adaptation_balanced_accuracy_threshold,0.11176310095898007,,,,,0.39947847428162386,0.5116622026787689,0.3968504546463142,0.7205037560760053,0.30282064928153274,0.29742304939155334
0.05,126,1029,19558,adaptation_platt_probability_0.5,,-0.06251114091095183,1.1843016586899884,0.17793884542647687,0.5411900922332461,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,127,1029,19558,locked_zero_threshold,0.0,,,,,0.4348604151753758,0.515145521341186,0.4255568813501218,0.6646045072912063,0.3656865353911655,0.3586767563145516
0.05,127,1029,19558,adaptation_balanced_accuracy_threshold,-0.10703163096576845,,,,,0.46978218631761937,0.5147005874873035,0.4492983712882043,0.5983208130799823,0.4310803618946248,0.42427651089068413
0.05,127,1029,19558,adaptation_platt_probability_0.5,,0.050824144306293784,1.2152904530401214,0.1778966266924453,0.541071548164578,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,128,1029,19558,locked_zero_threshold,0.0,,,,,0.436189794457511,0.5169368684558522,0.4268929770383128,0.6672558550596553,0.36661788185204897,0.35877901625933123
0.05,128,1029,19558,adaptation_balanced_accuracy_threshold,0.36041652497218624,,,,,0.33428775948460987,0.5094021103778136,0.3324578495153292,0.8353954927087937,0.18340872804683342,0.17905716330913182
0.05,128,1029,19558,adaptation_platt_probability_0.5,,-0.002001112844380257,1.200775583049785,0.1778621675341777,0.5409808757935666,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,129,1029,19558,locked_zero_threshold,0.0,,,,,0.4345536353410369,0.5156408411503096,0.4254265840300947,0.6665930181175431,0.3646886641830761,0.357449636977196
0.05,129,1029,19558,adaptation_balanced_accuracy_threshold,-0.03598781819427932,,,,,0.44697821863176196,0.5160797633776769,0.43449346536062844,0.6447193990278391,0.3874401277275146,0.37999795480110443
0.05,129,1029,19558,adaptation_platt_probability_0.5,,-0.06509066929591523,1.1857619314337695,0.17794501436892846,0.5412076745036856,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,130,1029,19558,locked_zero_threshold,0.0,,,,,0.43634318437468045,0.5167278137763316,0.4269652610397364,0.6663720724701724,0.3670835550824907,0.3593414459556192
0.05,130,1029,19558,adaptation_balanced_accuracy_threshold,0.21139568538495818,,,,,0.3733510583904285,0.512732375086926,0.3731915457331221,0.7722050375607601,0.25325971261309205,0.24736680642192455
0.05,130,1029,19558,adaptation_platt_probability_0.5,,-0.035776035795775804,1.1918386172375801,0.17789040632132894,0.5410569150592576,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,131,1029,19558,locked_zero_threshold,0.0,,,,,0.4365988342366295,0.5177434405952528,0.4273541946053222,0.6688024745912505,0.36668440659925494,0.3584722364249923
0.05,131,1029,19558,adaptation_balanced_accuracy_threshold,0.3629123714560375,,,,,0.3343388894569997,0.5107479504028172,0.33238893432915895,0.8391515687140964,0.18234433209153805,0.17736987422026793
0.05,131,1029,19558,adaptation_platt_probability_0.5,,-0.1716687067681571,1.1624908619085805,0.17837831984022903,0.5423948455681823,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,132,1029,19558,locked_zero_threshold,0.0,,,,,0.43639431434707027,0.5165294447996873,0.4269638194918906,0.66570923552806,0.36734965407131454,0.3596993557623479
0.05,132,1029,19558,adaptation_balanced_accuracy_threshold,-0.558149630253218,,,,,0.6061458226812557,0.4999493347760453,0.496740796707693,0.30225364560318163,0.697645023948909,0.6976684732590245
0.05,132,1029,19558,adaptation_platt_probability_0.5,,0.0477568575609961,1.2158231208632317,0.1778923415199702,0.5410601424333009,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,133,1029,19558,locked_zero_threshold,0.0,,,,,0.43782595357398507,0.5184645271116419,0.4284041596390027,0.6685815289438798,0.36834752527940395,0.35980161570712754
0.05,133,1029,19558,adaptation_balanced_accuracy_threshold,-0.56150103557126,,,,,0.6066059924327641,0.5005575379388016,0.4972981646441147,0.3031374281926646,0.6979776476849388,0.6977196032314142
0.05,133,1029,19558,adaptation_platt_probability_0.5,,-0.19890847330849423,1.1531426664561475,0.17854829853547857,0.542858308860977,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,134,1029,19558,locked_zero_threshold,0.0,,,,,0.43491154514776564,0.5160280986656953,0.42576769610594256,0.6670349094122846,0.36502128791910593,0.35760302689436546
0.05,134,1029,19558,adaptation_balanced_accuracy_threshold,-0.0655772344643007,,,,,0.4576132528888434,0.5179024473816588,0.44224983459274547,0.6301369863013698,0.40566790846194783,0.3973821454136415
0.05,134,1029,19558,adaptation_platt_probability_0.5,,0.026753207828273163,1.2074154262282986,0.17786901383177747,0.5409983655283696,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,135,1029,19558,locked_zero_threshold,0.0,,,,,0.4344513753962573,0.5151110537026092,0.4252472488363983,0.6652673442333186,0.36495476317189995,0.3579609367010942
0.05,135,1029,19558,adaptation_balanced_accuracy_threshold,-0.0829681118547414,,,,,0.46241947029348607,0.5176318506967137,0.4453811260839706,0.620415377817057,0.4148483235763704,0.4066878003885878
0.05,135,1029,19558,adaptation_platt_probability_0.5,,0.07924547992110598,1.221409824229205,0.17795559357032767,0.5412255827242729,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,136,1029,19558,locked_zero_threshold,0.0,,,,,0.4348604151753758,0.5163808885425042,0.4257983778968104,0.6681396376491383,0.36462213943587013,0.3570405971980775
0.05,136,1029,19558,adaptation_balanced_accuracy_threshold,-0.44626471579214944,,,,,0.5752121893854177,0.5032975755712897,0.49224213023391533,0.36942112240388864,0.6371740287386908,0.635647816750179
0.05,136,1029,19558,adaptation_platt_probability_0.5,,-0.023659174689085002,1.195980533724508,0.17787573155048791,0.5410177815992409,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,137,1029,19558,locked_zero_threshold,0.0,,,,,0.4361386644851212,0.5165947642819196,0.42678780773739744,0.6663720724701724,0.36681745609366684,0.3591369260660599
0.05,137,1029,19558,adaptation_balanced_accuracy_threshold,0.27536886977297725,,,,,0.3548420083853155,0.5107287543533583,0.35467988349038815,0.8009279717189571,0.22052953698775946,0.21556396359545965
0.05,137,1029,19558,adaptation_platt_probability_0.5,,-0.03178442631462691,1.193451377994769,0.1778847569977508,0.5410423765642587,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,138,1029,19558,locked_zero_threshold,0.0,,,,,0.4345025053686471,0.5148354742758827,0.4252310568096982,0.6643835616438356,0.3652873869079297,0.3584211064526025
0.05,138,1029,19558,adaptation_balanced_accuracy_threshold,0.06658712260268224,,,,,0.412158707434298,0.5122674367741512,0.40748512387522684,0.6986301369863014,0.3259047365620011,0.3202270170774108
0.05,138,1029,19558,adaptation_platt_probability_0.5,,0.16480436470976384,1.2469999986380123,0.17831432924025292,0.5421562393976105,0.7685346149913079,0.49996673762639704,0.43456012026944985,0.0,0.9999334752527941,0.9999488700276102
0.05,139,1029,19558,locked_zero_threshold,0.0,,,,,0.4359852745679517,0.5158772935604515,0.4265326316487348,0.6646045072912063,0.36715007982969666,0.35980161570712754
0.05,139,1029,19558,adaptation_balanced_accuracy_threshold,-0.23072382740592,,,,,0.5097658247264546,0.5093643209113825,0.4698593306515392,0.5086168802474591,0.510111761575306,0.5057776868800491
0.05,139,1029,19558,adaptation_platt_probability_0.5,,0.061924193430645334,1.2186606992802662,0.17791617337241394,0.5411225796218266,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,140,1029,19558,locked_zero_threshold,0.0,,,,,0.436189794457511,0.5160103430548635,0.42670994361178616,0.6646045072912063,0.3674161788185205,0.36000613559668676
0.05,140,1029,19558,adaptation_balanced_accuracy_threshold,-0.2719931569136984,,,,,0.5245423867471112,0.5097891033228391,0.4770668152744756,0.48232434821034026,0.5372538584353379,0.5327231823294816
0.05,140,1029,19558,adaptation_platt_probability_0.5,,0.10213740873748181,1.229796354058795,0.1780230668407181,0.5414027256226356,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,141,1029,19558,locked_zero_threshold,0.0,,,,,0.43634318437468045,0.5159557092755076,0.4268121897022843,0.6641626159964649,0.3677488025545503,0.3603640454034155
0.05,141,1029,19558,adaptation_balanced_accuracy_threshold,-0.0978990907961158,,,,,0.4681971571735351,0.5164490301085773,0.4487991822699088,0.6062748563853292,0.42662320383182545,0.41901012373453317
0.05,141,1029,19558,adaptation_platt_probability_0.5,,0.038634937497504886,1.2118453204348354,0.17788005597207301,0.5410275447171458,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,142,1029,19558,locked_zero_threshold,0.0,,,,,0.4369056140709684,0.5163988058352227,0.42731489220438346,0.6643835616438356,0.3684140500266099,0.3608242151549238
0.05,142,1029,19558,adaptation_balanced_accuracy_threshold,0.09401692968385267,,,,,0.40607424071991,0.5133278935707521,0.4026163576335622,0.7129916040654,0.31366418307610433,0.30749565395234685
0.05,142,1029,19558,adaptation_platt_probability_0.5,,0.08675734462106612,1.2303307216304635,0.17797904286696473,0.5412889688200815,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,143,1029,19558,locked_zero_threshold,0.0,,,,,0.43608753451273136,0.5164842914582343,0.4267282166998627,0.6661511268228016,0.36681745609366684,0.3591880560384497
0.05,143,1029,19558,adaptation_balanced_accuracy_threshold,0.010452183895263034,,,,,0.43230391655588507,0.5161847684139207,0.42385081296324245,0.6723376049491825,0.36003193187865884,0.3525411596277738
0.05,143,1029,19558,adaptation_platt_probability_0.5,,-0.1474234876948034,1.1586960788866842,0.17825440439888982,0.5420474054796584,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,144,1029,19558,locked_zero_threshold,0.0,,,,,0.4361386644851212,0.516671974732002,0.42680302290165173,0.6665930181175431,0.36675093134646086,0.3590346661212803
0.05,144,1029,19558,adaptation_balanced_accuracy_threshold,0.1955013174690572,,,,,0.3765722466509868,0.5111218030199589,0.3762104779368705,0.7615996464869642,0.2606439595529537,0.2554964720319051
0.05,144,1029,19558,adaptation_platt_probability_0.5,,0.054541262904215126,1.2175151594051385,0.17790379973734846,0.5410890091066457,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,145,1029,19558,locked_zero_threshold,0.0,,,,,0.43511606503732486,0.5162383586101895,0.4259604646860754,0.6672558550596553,0.3652208621607238,0.3577052868391451
0.05,145,1029,19558,adaptation_balanced_accuracy_threshold,0.2523641480322081,,,,,0.35995500562429694,0.5107349423601134,0.359929276651376,0.7914273088820151,0.2300425758382118,0.22507413845996524
0.05,145,1029,19558,adaptation_platt_probability_0.5,,-0.02890006306177911,1.1949253730682328,0.17788131138685656,0.5410330057157806,0.7685857449636977,0.5,0.4345764671870483,0.0,1.0,1.0
0.05,146,1029,19558,locked_zero_threshold,0.0,,,,,0.4359852745679517,0.5157228726602867,0.4265019849443741,0.6641626159964649,0.36728312932410856,0.36000613559668676
0.05,146,1029,19558,adaptation_balanced_accuracy_threshold,-0.47386341736877025,,,,,0.5831884650782289,0.5016147757960217,0.49323644675066725,0.3497569597878922,0.6534725918041512,0.6527252275283771
