stage,held_out_fold,model,model_name,ngram_max,min_df,model_parameter,mean_inner_macro_f1,sd_inner_macro_f1,validation_folds,fold_score_1,fold_score_2,fold_score_3,fold_score_4,fold_score_5
nested_inner,1.0,lr,Logistic Regression,1,2,10.0,0.9381176420469921,0.00202812172226796,"2,3,4,5",0.9365146206128359,0.941007165480699,0.9369297507662624,0.9380190313281711,
nested_inner,1.0,lr,Logistic Regression,1,5,0.1,0.9036441655013666,0.0015347881059890214,"2,3,4,5",0.9016575734368043,0.9045957270128588,0.9050779400552971,0.903245421500506,
nested_inner,1.0,lr,Logistic Regression,1,5,1.0,0.9332553876864046,0.00279128576491782,"2,3,4,5",0.9296739209252088,0.9355342501307504,0.9354075764926748,0.9324058031969841,
nested_inner,1.0,lr,Logistic Regression,1,5,10.0,0.9368581451190374,0.001489997685090858,"2,3,4,5",0.9357265893788218,0.9390523604359815,0.9363086857085721,0.9363449449527743,
nested_inner,1.0,lr,Logistic Regression,2,2,0.1,0.9011729043268218,0.0018481055802479435,"2,3,4,5",0.8987354485426846,0.9025837456657467,0.9026316876502439,0.9007407354486122,
nested_inner,1.0,lr,Logistic Regression,2,2,1.0,0.9346755271139064,0.0031471905854658128,"2,3,4,5",0.9316509440174572,0.9374181235949604,0.9373664938678274,0.932266546975381,
nested_inner,1.0,lr,Logistic Regression,2,2,10.0,0.9418126560896237,0.0030375367744387978,"2,3,4,5",0.939632203406612,0.9462524410800697,0.9412581129950225,0.9401078668767906,
nested_inner,1.0,lr,Logistic Regression,2,5,0.1,0.9038901886153755,0.00258592578183812,"2,3,4,5",0.9007738974231121,0.905842750546817,0.9061837971898661,0.9027603093017071,
nested_inner,1.0,lr,Logistic Regression,2,5,1.0,0.9350917707379933,0.0028840587423775007,"2,3,4,5",0.9313677661359148,0.9379149046673185,0.9367061014830578,0.934378310665682,
nested_inner,1.0,lr,Logistic Regression,2,5,10.0,0.9396266728733633,0.0022623366347448003,"2,3,4,5",0.9371476399047254,0.9426085387804133,0.93968424824671,0.9390662645616044,
nested_inner,1.0,svm,Linear SVM,1,2,0.1,0.9340721603894435,0.0029861959264432295,"2,3,4,5",0.9305572226990041,0.9366972129699191,0.9364026350392088,0.9326315708496418,
nested_inner,1.0,svm,Linear SVM,1,2,1.0,0.9369492951286167,0.002486006654497013,"2,3,4,5",0.9358584294027836,0.9397076590684315,0.9340720377080232,0.9381590543352285,
nested_inner,1.0,svm,Linear SVM,1,2,10.0,0.9214927945708338,0.0004301287771778977,"2,3,4,5",0.9209810834125314,0.9213030068415075,0.9217689978596064,0.9219180901696904,
nested_inner,1.0,svm,Linear SVM,1,5,0.1,0.9338895580272211,0.002174068286119016,"2,3,4,5",0.93095890499941,0.9360429360729909,0.9348491054769261,0.9337072855595572,
nested_inner,1.0,svm,Linear SVM,1,5,1.0,0.9360376536838215,0.0016789866291157148,"2,3,4,5",0.9340332627597734,0.9381421713097837,0.9360395432424935,0.9359356374232355,
nested_inner,1.0,svm,Linear SVM,1,5,10.0,0.9198181151858593,0.0034421860473173456,"2,3,4,5",0.9163049074395647,0.9245565451939342,0.9192064908703277,0.9192045172396106,
nested_inner,1.0,svm,Linear SVM,2,2,0.1,0.9360241602459201,0.002871004020399239,"2,3,4,5",0.9332015197942434,0.9389614213678404,0.9379826154339477,0.9339510843876488,
nested_inner,1.0,svm,Linear SVM,2,2,1.0,0.9421517071943698,0.0030649737480328157,"2,3,4,5",0.9404442098140199,0.9466463609441387,0.9415264428388932,0.9399898151804273,
nested_inner,1.0,svm,Linear SVM,2,2,10.0,0.9337650091089353,0.0030558817146120816,"2,3,4,5",0.9313812012105864,0.9382489085241241,0.9328202080886001,0.9326097186124307,
nested_inner,1.0,svm,Linear SVM,2,5,0.1,0.9360833854165447,0.002822481590539402,"2,3,4,5",0.932793164409772,0.9394678165114059,0.9369348462040289,0.9351377145409718,
nested_inner,1.0,svm,Linear SVM,2,5,1.0,0.9390462390502008,0.0021004370620856757,"2,3,4,5",0.9372939219005396,0.9420955646680977,0.9385104068069511,0.9382850628252147,
nested_inner,1.0,svm,Linear SVM,2,5,10.0,0.9228530064617473,0.00381870250813584,"2,3,4,5",0.9218579885700375,0.9278369710252623,0.9230903099276866,0.9186267563240027,
nested_inner,1.0,rf,Random Forest,1,2,,0.920908572639127,0.002169165196133238,"2,3,4,5",0.9195201904656826,0.9237373191274353,0.9214432005290576,0.918933580434332,
nested_inner,1.0,rf,Random Forest,1,2,50.0,0.885629229818415,0.0033824383952799847,"2,3,4,5",0.8845968390071641,0.8896735637433746,0.8866096512463628,0.8816368652767581,
nested_inner,1.0,rf,Random Forest,1,2,100.0,0.9031635124759114,0.0037071632266461444,"2,3,4,5",0.9030518570866917,0.907949768999697,0.9027474759776632,0.8989049478395937,
nested_inner,1.0,rf,Random Forest,1,5,,0.9153368072123584,0.0033569010838462227,"2,3,4,5",0.9144661172892103,0.9200461105536026,0.9147409881819959,0.9120940128246249,
nested_inner,1.0,rf,Random Forest,1,5,50.0,0.8844566039766026,0.004393423616207304,"2,3,4,5",0.8846531526423109,0.888312113115032,0.8866015069186066,0.8782596432304608,
nested_inner,1.0,rf,Random Forest,1,5,100.0,0.8987427908796324,0.0034793172415938083,"2,3,4,5",0.8983666895017857,0.9030549289931791,0.8989922897556668,0.8945572552678984,
nested_inner,1.0,rf,Random Forest,2,2,,0.9196503014376687,0.0021232506892691033,"2,3,4,5",0.9188756626581727,0.9206813473269242,0.9219540299645943,0.9170901658009837,
nested_inner,1.0,rf,Random Forest,2,2,50.0,0.8768130948257958,0.003929415199445187,"2,3,4,5",0.8730011194244316,0.8819275139999292,0.8777085292666105,0.874615216612212,
nested_inner,1.0,rf,Random Forest,2,2,100.0,0.8968449062203622,0.0025777246761293643,"2,3,4,5",0.8956240238021522,0.898584255330512,0.899350062540881,0.8938212832079034,
nested_inner,1.0,rf,Random Forest,2,5,,0.9162589798731073,0.0037821896802077105,"2,3,4,5",0.9142310324605332,0.9217803397072064,0.9155646343495636,0.913459912975126,
nested_inner,1.0,rf,Random Forest,2,5,50.0,0.8771279557288632,0.0034365974229510566,"2,3,4,5",0.8781174939579399,0.8811670680236715,0.8762709367843733,0.8729563241494676,
nested_inner,1.0,rf,Random Forest,2,5,100.0,0.8968133642299266,0.00324403676463795,"2,3,4,5",0.8979590792545754,0.9001356963523157,0.8967286483691062,0.8924300329437096,
nested_inner,2.0,nb,Multinomial NB,1,2,0.1,0.9292863590538667,0.0018203800483148633,"1,3,4,5",0.9285871823330203,0.9314706571343241,0.9298814365245447,0.9272061602235775,
nested_inner,2.0,nb,Multinomial NB,1,2,1.0,0.9331247956710302,0.002012585661698483,"1,3,4,5",0.9344729181974709,0.934753229775402,0.93291172841075,0.9303613063004985,
nested_inner,2.0,nb,Multinomial NB,1,2,10.0,0.923940317315578,0.0024698198898373373,"1,3,4,5",0.9241551967246653,0.923969755205494,0.9268366968589438,0.9207996204732087,
nested_inner,2.0,nb,Multinomial NB,1,5,0.1,0.9277322972933486,0.0018608720895049284,"1,3,4,5",0.9283172224907363,0.9279822841393822,0.9295097632327384,0.9251199193105376,
nested_inner,2.0,nb,Multinomial NB,1,5,1.0,0.9308692596114749,0.001629658929018664,"1,3,4,5",0.932148917620933,0.93179696790921,0.9309970317678407,0.9285341211479161,
nested_inner,2.0,nb,Multinomial NB,1,5,10.0,0.9235902184062103,0.0021481066064273843,"1,3,4,5",0.9232907415809626,0.9237894778873649,0.926258405907285,0.9210222482492285,
nested_inner,2.0,nb,Multinomial NB,2,2,0.1,0.9341431850344185,0.0008192236052462619,"1,3,4,5",0.9347000965670731,0.9349670813997073,0.9336413428057488,0.9332642193651446,
nested_inner,2.0,nb,Multinomial NB,2,2,1.0,0.9361997324644424,0.0020754161762837945,"1,3,4,5",0.9359222099740321,0.9371986612706336,0.9382459948116635,0.9334320638014402,
nested_inner,2.0,nb,Multinomial NB,2,2,10.0,0.9234000016257757,0.002402656657354406,"1,3,4,5",0.9226720396273859,0.9236449147337782,0.926523513043751,0.920759539098188,
nested_inner,2.0,nb,Multinomial NB,2,5,0.1,0.9323280566128197,0.0022836590186204532,"1,3,4,5",0.9314557716470107,0.9339122126438589,0.9344339785030632,0.9295102636573458,
nested_inner,2.0,nb,Multinomial NB,2,5,1.0,0.9328082933369776,0.002654084319504341,"1,3,4,5",0.9326975516002609,0.9353809773007187,0.9339722068189074,0.9291824376280232,
nested_inner,2.0,nb,Multinomial NB,2,5,10.0,0.9237056561162768,0.0028959482967439018,"1,3,4,5",0.9215888278523381,0.9255892497844208,0.9267466078186346,0.9208979390097137,
nested_inner,2.0,lr,Logistic Regression,1,2,0.1,0.9021575849327989,0.0006697151503204905,"1,3,4,5",0.9016207988394144,0.9026909525445608,0.9027809568576158,0.9015376314896043,
nested_inner,2.0,lr,Logistic Regression,1,2,1.0,0.9327732259200774,0.002586305643988485,"1,3,4,5",0.9317194626072909,0.9345003962031933,0.9352424677187948,0.9296305771510303,
nested_inner,2.0,lr,Logistic Regression,1,2,10.0,0.9388821222170358,0.0024793355462650463,"1,3,4,5",0.9377433198140697,0.9409154303912144,0.9409458483159465,0.9359238903469127,
nested_inner,2.0,lr,Logistic Regression,1,5,0.1,0.9047103568736649,0.0013845522140821442,"1,3,4,5",0.904073432416152,0.9045077660818142,0.9067036210569731,0.9035566079397199,
nested_inner,2.0,lr,Logistic Regression,1,5,1.0,0.9336695844856217,0.001938492581791433,"1,3,4,5",0.9326491930064336,0.9356829168154697,0.9348591729058418,0.9314870552147415,
nested_inner,2.0,lr,Logistic Regression,1,5,10.0,0.936870514993291,0.002380545921981618,"1,3,4,5",0.9356534876718277,0.9380577263644148,0.9395415409838761,0.9342293049530452,
nested_inner,2.0,lr,Logistic Regression,2,2,0.1,0.9008654740425763,0.001968960897155054,"1,3,4,5",0.8991002875705163,0.9021923104420082,0.9029091993712213,0.8992600987865595,
nested_inner,2.0,lr,Logistic Regression,2,2,1.0,0.9342729986124844,0.0030558962587615363,"1,3,4,5",0.9331816660558014,0.9367584141141365,0.9367124739372673,0.9304394403427323,
nested_inner,2.0,lr,Logistic Regression,2,2,10.0,0.9430000512110663,0.003674813026995416,"1,3,4,5",0.942166292563343,0.9460245909663496,0.9456643147108903,0.9381450066036823,
nested_inner,2.0,lr,Logistic Regression,2,5,0.1,0.903991305107658,0.0017699084752804213,"1,3,4,5",0.9028857336490432,0.9057145159782158,0.9052660328206963,0.9020989379826772,
nested_inner,2.0,lr,Logistic Regression,2,5,1.0,0.93433218865757,0.0024453488319772176,"1,3,4,5",0.9335645914012083,0.9363719536768296,0.9361840899488973,0.9312081196033447,
nested_inner,2.0,lr,Logistic Regression,2,5,10.0,0.9392144914328633,0.00267054716784035,"1,3,4,5",0.9400738546120747,0.9404307078262368,0.9410942146162611,0.9352591886768808,
nested_inner,2.0,svm,Linear SVM,1,2,0.1,0.9341709994814578,0.0031162190004858114,"1,3,4,5",0.933547239898874,0.9373804998393853,0.9356258068709213,0.9301304513166506,
nested_inner,2.0,svm,Linear SVM,1,2,1.0,0.9379066392400431,0.002413828735406539,"1,3,4,5",0.937096422298365,0.9394878437177193,0.9401693370727866,0.9348729538713018,
nested_inner,2.0,svm,Linear SVM,1,2,10.0,0.9230712404773256,0.0007236639326735907,"1,3,4,5",0.9220482047117606,0.9234224308035202,0.9237033417684155,0.9231109846256063,
nested_inner,2.0,svm,Linear SVM,1,5,0.1,0.9346343315766857,0.0029992001842851193,"1,3,4,5",0.9331608341048291,0.9377766138257977,0.9364026350392088,0.9311972433369071,
nested_inner,2.0,svm,Linear SVM,1,5,1.0,0.9354114234371327,0.0024585001698557416,"1,3,4,5",0.936183316579775,0.9366440835383829,0.9370556806287684,0.9317626130016039,
nested_inner,2.0,svm,Linear SVM,1,5,10.0,0.9195171190871192,0.0025172882647452673,"1,3,4,5",0.9163366269623576,0.9206937743741836,0.9221777255066432,0.9188603495052923,
nested_inner,2.0,svm,Linear SVM,2,2,0.1,0.9355867352347425,0.003174218300268802,"1,3,4,5",0.9339441055801632,0.9388232903088998,0.9375989686200615,0.9319805764298457,
nested_inner,2.0,svm,Linear SVM,2,2,1.0,0.9429415747623406,0.003089716415955183,"1,3,4,5",0.9416479595577678,0.946295886969909,0.9445180400095261,0.9393044125121597,
nested_inner,2.0,svm,Linear SVM,2,2,10.0,0.9347465738181266,0.0018837689824856684,"1,3,4,5",0.9345065782017872,0.93594676344575,0.9363505494396207,0.9321824041853486,
nested_inner,2.0,svm,Linear SVM,2,5,0.1,0.9361213601878742,0.002955769230102852,"1,3,4,5",0.9347375901225132,0.9397500026961881,0.9370735471894639,0.9329243007433314,
nested_inner,2.0,svm,Linear SVM,2,5,1.0,0.9385366183434078,0.003260762215813804,"1,3,4,5",0.9399533246849185,0.9396628982246432,0.9408280424350264,0.9337022080290432,
nested_inner,2.0,svm,Linear SVM,2,5,10.0,0.9232515567536804,0.0025591862866369015,"1,3,4,5",0.9240051876347023,0.9232228724463678,0.9259563906969095,0.9198217762367419,
nested_inner,2.0,rf,Random Forest,1,2,,0.921762455334141,0.0035438397045708886,"1,3,4,5",0.9218013488960346,0.9229413781953268,0.9253692018352846,0.9169378924099183,
nested_inner,2.0,rf,Random Forest,1,2,50.0,0.8862839098977864,0.003886593597610537,"1,3,4,5",0.8839953662910023,0.8918162343851768,0.8861131786672769,0.8832108602476898,
nested_inner,2.0,rf,Random Forest,1,2,100.0,0.9033307995923214,0.0035184965670998717,"1,3,4,5",0.9012857096202677,0.9067274440825367,0.9058570933570933,0.8994529513093878,
nested_inner,2.0,rf,Random Forest,1,5,,0.914997809004013,0.0036711679156410586,"1,3,4,5",0.9144078356944054,0.9176640037492728,0.9178852817424306,0.9100341148299435,
nested_inner,2.0,rf,Random Forest,1,5,50.0,0.8845050343502091,0.0021889249230000155,"1,3,4,5",0.8855664298195381,0.8868626611928325,0.8837558240583911,0.8818352223300745,
nested_inner,2.0,rf,Random Forest,1,5,100.0,0.9006947954745936,0.00255573014442944,"1,3,4,5",0.901247380915396,0.9022740992560581,0.9023235904410347,0.8969341112858857,
nested_inner,2.0,rf,Random Forest,2,2,,0.920899061109762,0.002290406823629524,"1,3,4,5",0.9230451396736147,0.9206813473269242,0.9220826150153805,0.917787142423129,
nested_inner,2.0,rf,Random Forest,2,2,50.0,0.8788503966753562,0.0023951961556813958,"1,3,4,5",0.8782970299619397,0.8815031100509678,0.8797582936106698,0.8758431530778479,
nested_inner,2.0,rf,Random Forest,2,2,100.0,0.897828943063435,0.0024222342909660357,"1,3,4,5",0.8978181527090419,0.900558726051433,0.8982657436064089,0.8946731498868561,
nested_inner,2.0,rf,Random Forest,2,5,,0.9146371115936576,0.004528894771148308,"1,3,4,5",0.9131837808990126,0.9197023274215104,0.9165217804226038,0.9091405576315033,
nested_inner,2.0,rf,Random Forest,2,5,50.0,0.8786547954558691,0.003473896055036682,"1,3,4,5",0.8759247788644886,0.8832108602476898,0.8795202423860502,0.8759633003252479,
nested_inner,2.0,rf,Random Forest,2,5,100.0,0.896650112852509,0.0029893289608507794,"1,3,4,5",0.897088463788623,0.8997374421491346,0.897218506168014,0.8925560393042642,
nested_inner,3.0,nb,Multinomial NB,1,2,0.1,0.9277857611344951,0.002350355766065475,"1,2,4,5",0.9287431121597507,0.92447380102939,0.9279845913522192,0.9299415399966203,
nested_inner,3.0,nb,Multinomial NB,1,2,1.0,0.9316743449143903,0.0023592170988129303,"1,2,4,5",0.9329261605995269,0.9281365046669436,0.9327908460446439,0.9328438683464466,
nested_inner,3.0,nb,Multinomial NB,1,2,10.0,0.9230337621898237,0.003217313912989324,"1,2,4,5",0.9233759478359285,0.9189952030821732,0.9268561180341919,0.9229077798070018,
nested_inner,3.0,nb,Multinomial NB,1,5,0.1,0.9261942157434919,0.0026344004998841227,"1,2,4,5",0.927978931952208,0.9226454631013721,0.92575611494064,0.9283963529797474,
nested_inner,3.0,nb,Multinomial NB,1,5,1.0,0.929064116128075,0.0026736579870917077,"1,2,4,5",0.9316476645875081,0.9254193824270439,0.9289151950832082,0.9302742224145402,
nested_inner,3.0,nb,Multinomial NB,1,5,10.0,0.9228184377600563,0.0030131507630953157,"1,2,4,5",0.9235784617187159,0.9193536482556564,0.926515703419893,0.9218259376459599,
