analysis,score_threshold,accuracy,balanced_accuracy,macro_f1,fake_recall,real_recall,predicted_real_rate
locked_zero_threshold_primary,0.0,0.43556613396803806,0.5161063818768001,0.4262666683243998,0.6660369437447523,0.36617582000884785,0.3587215232913975
full_sample_oracle_descriptive_upper_bound,-0.08510734533049358,0.46461359110118033,0.519231761118074,0.4472479030003525,0.6209068010075567,0.4175567212285913,0.4086559479283043
